filename	unknown	tokens	lines
wiki-2579	9163	87013	88071
wiki-258	10688	89178	89556
wiki-2580	7669	83242	84690
wiki-2581	8187	86397	87747
wiki-2582	7562	81010	82224
wiki-2583	8791	87286	87910
wiki-2584	6682	99528	100036
wiki-2585	3799	103452	103918
wiki-2586	9362	92653	93233
wiki-2587	11240	91216	91708
wiki-2588	10363	92500	92968
wiki-2589	10428	90773	91317
wiki-259	11065	90726	91074
wiki-2590	10416	92452	93130
wiki-2591	6058	115616	116304
wiki-2592	6050	115705	116397
wiki-2593	6064	115417	116091
wiki-2594	6086	115347	116021
wiki-2595	6520	112236	112936
wiki-2596	10484	90540	91070
wiki-2597	10433	87163	87773
wiki-2598	10093	90957	91505
wiki-2599	11175	91240	91876
wiki-26	8523	90612	90670
wiki-260	10150	90004	90178
wiki-2600	10151	94024	94416
wiki-2601	9973	90339	90831
wiki-2602	10936	91866	92460
wiki-2603	10603	92320	92798
wiki-2604	10269	90863	91371
wiki-2605	10779	90851	91531
wiki-2606	11246	90669	91495
wiki-2607	11878	90423	91781
wiki-2608	10470	90972	91642
wiki-2609	9905	90369	90799
wiki-261	10064	90564	90942
wiki-2610	10863	90666	91292
wiki-2611	10094	90457	91047
wiki-2612	10041	89475	90065
wiki-2613	10065	89663	90207
wiki-2614	10202	90532	91200
wiki-2615	10516	92267	92777
wiki-2616	10306	90224	90812
wiki-2617	12477	93458	94072
wiki-2618	9383	90218	90724
wiki-2619	10702	90104	90928
wiki-262	9877	90360	90506
wiki-2620	10447	90662	91170
wiki-2621	10814	91699	92347
wiki-2622	10143	87892	88632
wiki-2623	10534	91123	91839
wiki-2624	10029	90010	90566
wiki-2625	10089	91254	91894
wiki-2626	10618	90722	91384
wiki-2627	10941	89577	90339
wiki-2628	10815	89768	90512
wiki-2629	11062	88429	89111
wiki-263	9323	90599	90849
wiki-2630	9600	89328	89962
wiki-2631	10317	91141	91641
wiki-2632	10960	90847	91545
wiki-2633	11161	92277	92849
wiki-2634	10607	90198	90804
wiki-2635	10612	89800	90404
wiki-2636	10171	93210	93742
wiki-2637	10885	90923	91561
wiki-2638	10427	92562	93052
wiki-2639	10193	90694	91208
wiki-264	7800	90690	90906
wiki-2640	9869	92324	92752
wiki-2641	10431	90326	90922
wiki-2642	10514	90297	90915
wiki-2643	10231	93821	94331
wiki-2644	10361	88674	89278
wiki-2645	9789	91709	92219
wiki-2646	11315	93444	94020
wiki-2647	9744	88650	89178
wiki-2648	9654	90474	91094
wiki-2649	10500	90008	90502
wiki-265	10645	86673	86897
wiki-2650	10575	90972	91542
wiki-2651	10487	88603	89265
wiki-2652	10844	90693	91243
wiki-2653	10806	91856	92494
wiki-2654	10584	90748	91258
wiki-2655	10874	89998	90638
wiki-2656	10416	88897	89551
wiki-2657	10957	92992	93532
wiki-2658	11335	92098	92550
wiki-2659	10441	89014	89618
wiki-266	9477	90569	90747
wiki-2660	12987	92293	92933
wiki-2661	9844	87027	87601
wiki-2662	10817	89328	89928
wiki-2663	10579	87661	88371
wiki-2664	10293	88607	89301
wiki-2665	6773	97139	97773
wiki-2666	10943	90337	91023
wiki-2667	10431	91821	92429
wiki-2668	9909	89939	90589
wiki-2669	9897	85665	86351
wiki-267	10531	94351	94587
wiki-2670	10330	89556	90118
wiki-2671	10353	92162	92796
wiki-2672	10372	89421	90051
wiki-2673	10308	90050	90794
wiki-2674	9997	89412	90080
wiki-2675	10571	91556	92200
wiki-2676	10842	90688	91306
wiki-2677	10820	92061	92559
wiki-2678	8509	78466	79078
wiki-2679	10200	91323	91977
wiki-268	9998	91621	91819
wiki-2680	10769	89545	90189
wiki-2681	9808	87059	87487
wiki-2682	10895	85350	85848
wiki-2683	10276	92206	92728
wiki-2684	11083	92068	92662
wiki-2685	10215	86917	87505
wiki-2686	10394	87916	88384
wiki-2687	9863	89195	89679
wiki-2688	9911	89224	89746
wiki-2689	10632	90660	91314
wiki-269	9629	89347	89433
wiki-2690	10601	90115	90729
wiki-2691	10152	89600	90252
wiki-2692	9482	90276	90714
wiki-2693	10087	85928	86514
wiki-2694	10028	85569	86135
wiki-2695	9930	88993	89483
wiki-2696	11487	91742	92344
wiki-2697	10754	91332	91876
wiki-2698	9728	91034	91662
wiki-2699	10298	89718	90356
wiki-27	8515	91469	91527
wiki-270	9681	91621	91807
wiki-2700	10745	91345	91983
wiki-2701	11245	90887	91519
wiki-2702	10685	90637	91279
wiki-2703	9931	90141	90805
wiki-2704	10759	92051	92571
wiki-2705	11491	91182	91794
wiki-2706	10076	92460	93044
wiki-2707	9683	88187	88787
wiki-2708	10985	92359	92957
wiki-2709	10412	91741	92459
wiki-271	10275	92457	92679
wiki-2710	10061	91437	92183
wiki-2711	10273	90470	91100
wiki-2712	11187	92328	92908
wiki-2713	13491	99997	101747
wiki-2714	11091	92381	93099
wiki-2715	10603	90634	91174
wiki-2716	10389	91058	91580
wiki-2717	10256	91147	91747
wiki-2718	10705	94691	95219
wiki-2719	11193	91337	92091
wiki-272	8778	83731	83867
wiki-2720	10674	92324	92984
wiki-2721	9521	91343	91905
wiki-2722	10652	91240	91880
wiki-2723	10665	91633	92199
wiki-2724	10852	92651	93241
wiki-2725	9730	90210	90910
wiki-2726	11152	91379	91947
wiki-2727	10764	91441	92171
wiki-2728	10702	91695	92351
wiki-2729	10906	90719	91513
wiki-273	10057	91009	91117
wiki-2730	10953	92017	92649
wiki-2731	10791	91892	92542
wiki-2732	11380	92913	93515
wiki-2733	10494	89942	90728
wiki-2734	10595	92039	92617
wiki-2735	11029	91452	92756
wiki-2736	10311	88196	88844
wiki-2737	10984	92631	93221
wiki-2738	10415	92282	92766
wiki-2739	11178	91969	92539
wiki-274	8789	85621	85801
wiki-2740	10800	92234	92786
wiki-2741	10398	89135	89811
wiki-2742	10012	88736	89266
wiki-2743	8355	78614	80104
wiki-2744	9695	82152	83316
wiki-2745	10634	83607	84685
wiki-2746	8628	80743	82151
wiki-2747	9137	83133	84351
wiki-2748	7382	78831	80211
wiki-2749	9266	84906	86272
wiki-275	10644	88212	88394
wiki-2750	7982	81200	82440
wiki-2751	10167	89467	90197
wiki-2752	10046	90606	91222
wiki-2753	11227	89320	90298
wiki-2754	10634	90755	91533
wiki-2755	10245	91031	91649
wiki-2756	11015	91209	91883
wiki-2757	10577	91005	91749
wiki-2758	10977	92743	93307
wiki-2759	10879	92758	93378
wiki-276	9347	88530	88920
wiki-2760	10512	92689	93283
wiki-2761	10867	91002	91702
wiki-2762	10436	89905	90537
wiki-2763	10667	91032	91624
wiki-2764	9938	90776	91418
wiki-2765	10319	91787	92431
wiki-2766	9599	83062	83768
wiki-2767	10233	90067	90503
wiki-2768	11044	91399	92097
wiki-2769	11871	93222	93838
wiki-277	10559	89299	89589
wiki-2770	9751	89358	89792
wiki-2771	9948	92949	93495
wiki-2772	10851	89660	91358
wiki-2773	12558	90293	90831
wiki-2774	10923	95787	96423
wiki-2775	10413	90609	91253
wiki-2776	11081	91944	92588
wiki-2777	10440	91113	91663
wiki-2778	10516	87782	88464
wiki-2779	10556	92097	92689
wiki-278	10317	92657	92989
wiki-2780	10906	93300	93854
wiki-2781	10296	91720	92242
wiki-2782	9982	88527	89183
wiki-2783	11301	90041	90727
wiki-2784	10687	91642	92232
wiki-2785	10231	91188	91868
wiki-2786	10086	90110	90748
wiki-2787	11070	90929	91753
wiki-2788	10653	90867	91531
wiki-2789	11389	91936	92554
wiki-279	10450	92989	93271
wiki-2790	10313	92082	92754
wiki-2791	10917	92098	92680
wiki-2792	10033	89443	90011
wiki-2793	10621	89515	90181
wiki-2794	11083	90997	91671
wiki-2795	11742	101092	101698
wiki-2796	10514	90345	90841
wiki-2797	11097	90538	91310
wiki-2798	10987	92278	92834
wiki-2799	10893	89410	89966
wiki-28	8941	93303	93369
wiki-280	9954	89474	89886
wiki-2800	10322	91578	92152
wiki-2801	10631	92598	93080
wiki-2802	10989	92491	93113
wiki-2803	10890	89129	89735
wiki-2804	10563	88819	89471
wiki-2805	9722	91273	91795
wiki-2806	10142	90143	90699
wiki-2807	10544	91935	92493
wiki-2808	10110	92450	93136
wiki-2809	13866	101011	102773
wiki-281	10240	89872	90052
wiki-2810	10932	91867	92515
wiki-2811	10158	90815	91407
wiki-2812	10548	89492	90150
wiki-2813	10585	89816	90472
wiki-2814	10727	90880	91530
wiki-2815	10782	90570	91276
wiki-2816	10424	90112	90628
wiki-2817	9933	88680	89536
wiki-2818	11661	92618	93244
wiki-2819	10591	90850	91434
wiki-282	10441	88742	89002
wiki-2820	10330	89746	90330
wiki-2821	10035	90413	90971
wiki-2822	10971	88080	88882
wiki-2823	10489	93252	93804
wiki-2824	10400	89828	90368
wiki-2825	10075	90145	90807
wiki-2826	10406	90871	91483
wiki-2827	10578	90119	90743
wiki-2828	10487	90106	90714
wiki-2829	10074	89178	89824
wiki-283	11083	88644	88822
wiki-2830	10799	92109	92751
wiki-2831	10748	91795	92323
wiki-2832	10098	89585	90227
wiki-2833	9997	90395	91027
wiki-2834	11513	92230	92818
wiki-2835	10723	90289	90903
wiki-2836	10434	89988	90632
wiki-2837	10697	90272	90976
wiki-2838	9873	89219	89791
wiki-2839	10378	90945	91537
wiki-284	10843	89877	90127
wiki-2840	11679	92836	93526
wiki-2841	12172	92559	93233
wiki-2842	10369	86984	87602
wiki-2843	10905	91992	92572
wiki-2844	10935	91933	92607
wiki-2845	11443	90642	91358
wiki-2846	10425	89305	89907
wiki-2847	11161	88520	89122
wiki-2848	10676	90253	90879
wiki-2849	10231	87267	87783
wiki-285	13593	91535	91747
wiki-2850	10884	89807	90371
wiki-2851	9963	89646	90106
wiki-2852	10527	90770	91408
wiki-2853	11532	92570	93146
wiki-2854	11289	93783	94325
wiki-2855	11144	90115	90653
wiki-2856	10206	89142	89630
wiki-2857	10299	90411	90977
wiki-2858	10415	87871	88423
wiki-2859	11396	91204	91712
wiki-286	10204	89758	90008
wiki-2860	11027	93378	94264
wiki-2861	13191	91046	93450
wiki-2862	6735	60255	60621
wiki-2863	10856	87634	88060
wiki-2864	11188	91267	92337
wiki-2865	10682	89621	90133
wiki-2866	11186	91264	91928
wiki-2867	10676	92737	93345
wiki-2868	9710	87326	87980
wiki-2869	10160	89665	90249
wiki-287	9545	90317	90547
wiki-2870	10157	88071	88533
wiki-2871	9832	89024	89508
wiki-2872	9765	89162	89638
wiki-2873	9334	88463	88907
wiki-2874	10791	90687	91321
wiki-2875	9877	88130	88854
wiki-2876	8232	82037	82571
wiki-2877	8979	89008	89528
wiki-2878	9793	91011	91479
wiki-2879	10422	91325	91915
wiki-288	11196	91350	91586
wiki-2880	10639	91322	91858
wiki-2881	11636	87925	89301
wiki-2882	11989	88837	89717
wiki-2883	10523	89379	89961
wiki-2884	10461	90625	91359
wiki-2885	10717	91168	91748
wiki-2886	10607	89662	90192
wiki-2887	10111	88583	89195
wiki-2888	10857	90556	91114
wiki-2889	10668	91043	91627
wiki-289	8895	89469	89705
wiki-2890	10581	90793	91463
wiki-2891	10097	80663	81573
wiki-2892	9229	89540	89992
wiki-2893	10208	88958	89486
wiki-2894	10050	90815	91319
wiki-2895	10544	91237	91777
wiki-2896	10006	89991	90513
wiki-2897	10462	89512	90074
wiki-2898	10980	91605	92195
wiki-2899	10161	90681	91269
wiki-29	7240	79940	80022
wiki-290	9072	88503	88697
wiki-2900	10019	90201	90717
wiki-2901	10231	90012	90568
wiki-2902	9600	90698	91194
wiki-2903	10858	89929	90595
wiki-2904	10053	88841	89429
wiki-2905	10478	90480	91088
wiki-2906	10306	89932	90416
wiki-2907	10119	90508	91092
wiki-2908	10036	90314	90870
wiki-2909	10908	94065	94523
wiki-291	9635	91265	91473
wiki-2910	9603	90849	91363
wiki-2911	9535	89852	90408
wiki-2912	10017	90826	91470
wiki-2913	8909	82582	83014
wiki-2914	10297	90580	91126
wiki-2915	10708	89444	90036
wiki-2916	10391	89991	90525
wiki-2917	10369	90566	91240
wiki-2918	10606	89792	90168
wiki-2919	10209	91382	91966
wiki-292	9146	89348	89534
wiki-2920	11197	91909	92499
wiki-2921	9902	89970	90420
wiki-2922	10974	90476	91008
wiki-2923	10575	92514	93064
wiki-2924	10355	91829	92385
wiki-2925	9815	89927	90439
wiki-2926	10193	91521	92039
wiki-2927	10308	92897	93373
wiki-2928	11038	92487	92969
wiki-2929	10605	90600	91124
wiki-293	9342	89475	89657
wiki-2930	10165	89490	90036
wiki-2931	11490	90936	91330
wiki-2932	10176	89621	90161
wiki-2933	10658	91061	91661
wiki-2934	10447	90189	90733
wiki-2935	10657	92491	93005
wiki-2936	11460	92069	92655
wiki-2937	10811	90635	91185
wiki-2938	10121	89793	90319
wiki-2939	9962	89561	90117
wiki-294	9293	90454	90674
wiki-2940	10000	90240	90818
wiki-2941	9925	91172	91752
wiki-2942	10984	92770	93370
wiki-2943	10896	90722	91098
wiki-2944	10488	92102	92710
wiki-2945	10854	92260	92790
wiki-2946	10294	91290	91746
wiki-2947	10369	90053	90623
wiki-2948	10653	92162	92716
wiki-2949	9960	90707	91287
wiki-295	8667	88844	89072
wiki-2950	10711	91039	91631
wiki-2951	10558	91756	92304
wiki-2952	10641	91929	92533
wiki-2953	10598	91129	91691
wiki-2954	10709	90112	90744
wiki-2955	9915	89799	90433
wiki-2956	9955	91393	92053
wiki-2957	11050	91209	91847
wiki-2958	10715	89573	90249
wiki-2959	10232	90042	90658
wiki-296	10189	94400	94578
wiki-2960	9674	89163	89819
wiki-2961	10254	89600	90288
wiki-2962	9536	88235	88815
wiki-2963	10275	90899	91471
wiki-2964	10752	91801	92411
wiki-2965	9217	89893	90311
wiki-2966	10519	90262	90838
wiki-2967	9743	86757	87353
wiki-2968	10304	88965	89573
wiki-2969	9520	83983	84573
wiki-297	9806	90957	91167
wiki-2970	11071	90336	90872
wiki-2971	10806	90054	90738
wiki-2972	10273	90105	90809
wiki-2973	9863	89167	89755
wiki-2974	10511	90038	90750
wiki-2975	10166	89734	90340
wiki-2976	9379	90043	90477
wiki-2977	10329	90105	90709
wiki-2978	10406	91329	91953
wiki-2979	9616	89533	90121
wiki-298	9269	88907	89105
wiki-2980	10247	89905	90597
wiki-2981	10590	91796	92326
wiki-2982	10194	87731	88335
wiki-2983	10968	88055	88673
wiki-2984	10128	90016	90676
wiki-2985	10427	91500	92130
wiki-2986	10412	90397	91015
wiki-2987	10209	89309	89993
wiki-2988	10524	89012	89852
wiki-2989	9535	86018	86674
wiki-299	9986	92572	92774
wiki-2990	9965	87638	88756
wiki-2991	10357	88974	89960
wiki-2992	9766	87697	88743
wiki-2993	9130	81024	81772
wiki-2994	10298	91647	92413
wiki-2995	10590	92439	92985
wiki-2996	9870	88553	89613
wiki-2997	10524	89371	90097
wiki-2998	10254	90297	90857
wiki-2999	9906	90282	90940
wiki-3	6415	80355	80391
wiki-30	7641	81506	81564
wiki-300	9938	90295	90517
wiki-3000	10377	89960	90550
wiki-3001	10438	89669	90215
wiki-3002	10564	88061	88709
wiki-3003	10376	90460	91036
wiki-3004	11543	90948	91640
wiki-3005	10793	91812	92410
wiki-3006	10212	90730	91322
wiki-3007	10712	90421	91097
wiki-3008	9414	88226	88584
wiki-3009	11152	91447	92049
wiki-301	9629	89449	89653
wiki-3010	10355	89919	90587
wiki-3011	9915	87427	87991
wiki-3012	9798	86790	87434
wiki-3013	10094	90169	90681
wiki-3014	10144	89326	89888
wiki-3015	10227	90203	90809
wiki-3016	10274	88684	89450
wiki-3017	10805	90627	91229
wiki-3018	10205	89544	90132
wiki-3019	10895	91259	91823
wiki-302	11107	94455	94649
wiki-3020	10119	89226	89814
wiki-3021	10273	88207	88757
wiki-3022	10690	90215	90825
wiki-3023	11013	92894	93424
wiki-3024	10999	91661	92187
wiki-3025	9702	89720	90278
wiki-3026	10496	91494	92042
wiki-3027	9885	89901	90555
wiki-3028	10958	91961	92595
wiki-3029	9575	87549	88067
wiki-303	10885	91741	92007
wiki-3030	10278	90903	91459
wiki-3031	11416	90729	91359
wiki-3032	11050	90983	91641
wiki-3033	10533	90550	91132
wiki-3034	9961	88451	89215
wiki-3035	10892	90688	91276
wiki-3036	10514	89965	90497
wiki-3037	10648	89554	90122
wiki-3038	10268	91514	92060
wiki-3039	10706	91291	91841
wiki-304	9384	92624	92782
wiki-3040	9917	89815	90337
wiki-3041	10638	91630	92184
wiki-3042	10545	90646	91228
wiki-3043	10330	89115	89727
wiki-3044	10422	90502	91060
wiki-3045	9517	88290	88872
wiki-3046	10404	89864	90506
wiki-3047	11329	92094	92646
wiki-3048	10856	88824	89438
wiki-3049	10422	91519	92117
wiki-305	11841	93132	93552
wiki-3050	9628	85436	85984
wiki-3051	10054	89430	89988
wiki-3052	10132	90576	91122
wiki-3053	9875	89141	89791
wiki-3054	10354	90017	90623
wiki-3055	10773	88369	89091
wiki-3056	10608	89143	89635
wiki-3057	10134	92165	92629
wiki-3058	8859	81057	81535
wiki-3059	10426	86024	87014
wiki-306	9801	92146	92402
wiki-3060	10985	90746	91304
wiki-3061	10336	89724	90394
wiki-3062	11168	83720	84800
wiki-3063	10047	90316	90884
wiki-3064	11040	91656	92238
wiki-3065	10790	91626	92212
wiki-3066	10729	90214	90870
wiki-3067	10218	88107	88951
wiki-3068	10630	85879	86839
wiki-3069	10214	89915	90457
wiki-307	9947	86456	86720
wiki-3070	10143	88817	89323
wiki-3071	10402	89660	90170
wiki-3072	11081	91053	91623
wiki-3073	10880	90170	90808
wiki-3074	10480	89368	90060
wiki-3075	11583	89971	90691
wiki-3076	10594	90849	91551
wiki-3077	9725	89516	90178
wiki-3078	10488	91288	92024
wiki-3079	10764	92374	92912
wiki-308	8986	82841	82959
wiki-3080	11457	90295	90943
wiki-3081	10830	90706	91392
wiki-3082	11134	90046	90718
wiki-3083	11181	92323	93035
wiki-3084	12870	93253	93897
wiki-3085	10316	91144	91768
wiki-3086	10563	89980	90630
wiki-3087	10341	90353	90963
wiki-3088	10387	91065	91619
wiki-3089	9861	91392	92012
wiki-309	9188	91991	92179
wiki-3090	9951	91152	91622
wiki-3091	10274	89259	89971
wiki-3092	10544	89428	90198
wiki-3093	10620	90547	91087
wiki-3094	11359	88379	89231
wiki-3095	11577	83599	84387
wiki-3096	9790	86916	87732
wiki-3097	11393	92993	93627
wiki-3098	10095	91284	91964
wiki-3099	10169	91909	92475
wiki-31	7721	86208	86304
wiki-310	9884	86649	86923
wiki-3100	10639	91929	92485
wiki-3101	10266	91297	91845
wiki-3102	10539	91891	92421
wiki-3103	10008	88439	88939
wiki-3104	10586	91127	91671
wiki-3105	10516	92412	92972
wiki-3106	10427	92240	92772
wiki-3107	10305	89056	89602
wiki-3108	10929	90681	91219
wiki-3109	10112	89690	90190
wiki-311	11009	93077	93315
wiki-3110	10169	91329	91861
wiki-3111	10409	90512	91144
wiki-3112	11223	90659	91303
wiki-3113	11232	91985	92673
wiki-3114	10638	81362	82830
wiki-3115	9833	88138	88690
wiki-3116	9698	89133	89765
wiki-3117	9912	91961	92417
wiki-3118	10701	90338	90952
wiki-3119	10789	90516	90942
wiki-312	10012	90425	90721
wiki-3120	11284	93214	93750
wiki-3121	10846	92315	92933
wiki-3122	10943	90706	91180
wiki-3123	11624	91426	91974
wiki-3124	10602	90597	91157
wiki-3125	10463	92118	92756
wiki-3126	10324	90304	91034
wiki-3127	10300	89474	90074
wiki-3128	10923	90861	91487
wiki-3129	10213	89556	90160
wiki-313	9559	93488	93684
wiki-3130	11589	90744	91388
wiki-3131	10800	90598	91208
wiki-3132	10673	91373	91989
wiki-3133	11425	90930	91578
wiki-3134	10462	89845	90565
wiki-3135	10117	90571	91259
wiki-3136	10152	90915	91561
wiki-3137	9851	88212	88906
wiki-3138	9600	88877	89567
wiki-3139	10560	91438	92062
wiki-314	10651	90604	90792
wiki-3140	10314	91852	92428
wiki-3141	10377	90638	91328
wiki-3142	10506	90694	91388
wiki-3143	9986	87813	88529
wiki-3144	11252	94256	94830
wiki-3145	10865	92192	92942
wiki-3146	11038	90344	91040
wiki-3147	11002	90740	91368
wiki-3148	11412	92506	92998
wiki-3149	11342	92578	93386
wiki-315	10210	92077	92313
wiki-3150	11484	89962	90734
wiki-3151	11332	90696	91468
wiki-3152	10922	90379	91199
wiki-3153	10564	90837	91561
wiki-3154	11381	87827	88389
wiki-3155	9737	89523	90055
wiki-3156	10128	89294	90294
wiki-3157	9715	79102	81372
wiki-3158	9590	83955	85471
wiki-3159	10004	82211	83441
wiki-316	11398	92470	92690
wiki-3160	9238	84463	85785
wiki-3161	10638	83328	84786
wiki-3162	11170	84936	86344
wiki-3163	11202	86971	88031
wiki-3164	10622	82099	83451
wiki-3165	10443	87428	88512
wiki-3166	10552	87136	88430
wiki-3167	10299	85461	86429
wiki-3168	11008	88676	89944
wiki-3169	9624	86038	87050
wiki-317	9363	90659	90869
wiki-3170	10494	86286	87380
wiki-3171	10183	87831	88809
wiki-3172	10128	87984	89132
wiki-3173	10763	86376	87336
wiki-3174	10000	89231	90117
wiki-3175	9877	88792	89624
wiki-3176	10507	85861	87045
wiki-3177	10138	89173	90123
wiki-3178	10150	88513	89181
wiki-3179	10074	88535	89519
wiki-318	10340	89150	89398
wiki-3180	10779	86839	87917
wiki-3181	10291	87912	88750
wiki-3182	9868	80885	82269
wiki-3183	10516	85657	86671
wiki-3184	10873	90052	90714
wiki-3185	10143	90631	91393
wiki-3186	10126	90086	90628
wiki-3187	10401	90100	90572
wiki-3188	10415	88483	88971
wiki-3189	10670	90141	90693
wiki-319	9076	88932	89062
wiki-3190	10284	89674	90284
wiki-3191	10321	90606	91236
wiki-3192	10972	91630	92172
wiki-3193	11285	91870	92390
wiki-3194	10365	91200	91820
wiki-3195	10678	89809	90615
wiki-3196	10560	90330	91032
wiki-3197	10824	90353	91049
wiki-3198	10603	89194	89858
wiki-3199	10346	90252	90904
wiki-32	7850	89373	89801
wiki-320	10104	93791	93949
wiki-3200	10428	89941	90735
wiki-3201	9777	83836	85346
wiki-3202	9840	89723	90217
wiki-3203	8754	84538	85616
wiki-3204	8103	82179	83165
wiki-3205	10551	91281	91965
wiki-3206	9312	89584	90090
wiki-3207	10494	91843	92417
wiki-3208	9599	90324	90978
wiki-3209	10762	89927	90663
wiki-321	10196	96054	96232
wiki-3210	9559	89805	90419
wiki-3211	10677	91203	91917
wiki-3212	10220	89008	89620
wiki-3213	10386	90397	90947
wiki-3214	10533	90001	90595
wiki-3215	10464	91140	91794
wiki-3216	10226	90861	91479
wiki-3217	10860	90408	91166
wiki-3218	10390	89502	90134
wiki-3219	10327	90450	91186
wiki-322	10409	92059	92263
wiki-3220	10057	90779	91463
wiki-3221	9913	89816	90506
wiki-3222	10736	89381	90057
wiki-3223	10475	89910	90546
wiki-3224	11152	90520	91280
wiki-3225	10013	90766	91488
wiki-3226	10870	83764	84938
wiki-3227	11057	90267	90875
wiki-3228	10726	91324	91866
wiki-3229	10405	90215	90843
wiki-323	11209	96474	96692
wiki-3230	10542	89971	90633
wiki-3231	10831	90391	90999
wiki-3232	10536	89665	90367
wiki-3233	10541	91061	91721
wiki-3234	10282	90982	91520
wiki-3235	10696	90829	91467
wiki-3236	10939	90578	91394
wiki-3237	9341	85440	85824
wiki-3238	11050	90464	90998
wiki-3239	11099	91190	92032
wiki-324	11009	95436	95680
wiki-3240	10972	88575	89285
wiki-3241	10934	89754	90470
wiki-3242	10676	90160	90922
wiki-3243	9790	88755	89483
wiki-3244	10070	90747	91335
wiki-3245	10404	90292	91020
wiki-3246	9683	87848	88684
wiki-3247	9880	88098	89050
wiki-3248	9921	88797	89501
wiki-3249	9698	87261	88027
wiki-325	9711	89939	90219
wiki-3250	10095	90423	91261
wiki-3251	10293	90202	91148
wiki-3252	9365	88886	89590
wiki-3253	9868	89419	90201
wiki-3254	10410	89699	90409
wiki-3255	9388	88830	89530
wiki-3256	9505	89480	90280
wiki-3257	10782	90059	90813
wiki-3258	9823	89053	89847
wiki-3259	10107	90052	90808
wiki-326	9374	84861	85129
wiki-3260	9393	90375	90883
wiki-3261	9850	91028	91718
wiki-3262	10316	92392	93012
wiki-3263	10135	90195	90953
wiki-3264	10386	91164	91758
wiki-3265	10493	90516	91260
wiki-3266	10136	87538	88382
wiki-3267	10350	89063	89741
wiki-3268	9584	89762	90432
wiki-3269	9950	92544	93118
wiki-327	9136	90803	90987
wiki-3270	10414	90064	90826
wiki-3271	9715	87986	88642
wiki-3272	11002	89890	90684
wiki-3273	10468	90772	91350
wiki-3274	10973	91641	92117
wiki-3275	11033	90377	91061
wiki-3276	10221	89388	90132
wiki-3277	10710	89989	90601
wiki-3278	10051	88027	88813
wiki-3279	10370	89090	89822
wiki-328	8040	86376	86540
wiki-3280	10044	87306	87968
wiki-3281	10225	88917	89697
wiki-3282	10342	88082	88756
wiki-3283	11147	89323	90067
wiki-3284	10551	89362	90200
wiki-3285	9927	87349	88231
wiki-3286	10550	90669	91377
wiki-3287	11017	90473	91123
wiki-3288	9402	91513	91983
wiki-3289	10369	90767	91375
wiki-329	9963	92196	92420
wiki-3290	9740	89553	90285
wiki-3291	9705	90010	90614
wiki-3292	10164	91038	91708
wiki-3293	9957	89442	90086
wiki-3294	10396	91382	91962
wiki-3295	10189	89644	90352
wiki-3296	10156	89141	89791
wiki-3297	10275	90009	90599
wiki-3298	10416	88550	89256
wiki-3299	10092	88152	88860
wiki-33	8525	90468	90598
wiki-330	9268	90576	90720
wiki-3300	10812	89710	90372
wiki-3301	9666	87191	87805
wiki-3302	9908	88705	89291
wiki-3303	9607	88628	89260
wiki-3304	10481	90044	90590
wiki-3305	10555	86666	87662
wiki-3306	8364	79919	80415
wiki-3307	9416	89741	90231
wiki-3308	10573	89807	90573
wiki-3309	10484	89613	90239
wiki-331	9779	89461	89651
wiki-3310	10647	90088	90698
wiki-3311	9931	90827	91365
wiki-3312	10159	89080	89834
wiki-3313	10952	90471	91297
wiki-3314	10209	87738	88662
wiki-3315	11167	87815	88601
wiki-3316	10356	92113	92863
wiki-3317	10983	90374	91106
wiki-3318	10840	90658	91518
wiki-3319	10676	89351	90059
wiki-332	9853	90636	90848
wiki-3320	10211	88337	88931
wiki-3321	9804	89455	90165
wiki-3322	10003	90301	91055
wiki-3323	10140	92597	93229
wiki-3324	11344	91396	92052
wiki-3325	11050	90650	91346
wiki-3326	11093	90220	90958
wiki-3327	10949	88485	89231
wiki-3328	10588	89027	89865
wiki-3329	10734	89102	89846
wiki-333	9967	90106	90328
wiki-3330	10507	88251	89117
wiki-3331	10647	89161	89835
wiki-3332	9927	89030	89772
wiki-3333	10867	89863	90869
wiki-3334	8728	73111	74015
wiki-3335	11114	85436	86310
wiki-3336	10934	90444	91310
wiki-3337	10162	90154	90872
wiki-3338	10511	90627	91427
wiki-3339	10405	90856	91622
wiki-334	9852	91938	92192
wiki-3340	9974	89529	90639
wiki-3341	10471	89738	90646
wiki-3342	9774	89537	90259
wiki-3343	10391	89324	90006
wiki-3344	9986	89962	90872
wiki-3345	10821	90424	91262
wiki-3346	10323	90747	91541
wiki-3347	10174	91187	92077
wiki-3348	9815	90338	91154
wiki-3349	11365	92221	92853
wiki-335	10162	91297	91533
wiki-3350	9843	90857	91633
wiki-3351	10816	90128	91008
wiki-3352	10040	90319	91047
wiki-3353	9742	90559	91321
wiki-3354	10175	89897	90617
wiki-3355	9537	91198	91978
wiki-3356	10008	89715	90531
wiki-3357	9849	85794	86608
wiki-3358	9404	90234	90888
wiki-3359	10287	90029	90723
wiki-336	9562	92402	92582
wiki-3360	10614	91120	91892
wiki-3361	10501	90586	91470
wiki-3362	10598	88689	89535
wiki-3363	9950	90037	90699
wiki-3364	10064	91087	91819
wiki-3365	10216	88866	89672
wiki-3366	10138	90604	91366
wiki-3367	9774	89983	90651
wiki-3368	9359	88982	89638
wiki-3369	9274	83405	84105
