filename	unknown	tokens	lines
wiki-1788	10259	90429	90875
wiki-1789	10143	89228	89650
wiki-179	9764	90295	90441
wiki-1790	10413	91460	91970
wiki-1791	8682	87034	88312
wiki-1792	8933	85450	87000
wiki-1793	9950	86074	87480
wiki-1794	8847	86947	88411
wiki-1795	9388	83214	84188
wiki-1796	10491	90613	91057
wiki-1797	10930	93044	93468
wiki-1798	10601	91741	92185
wiki-1799	10769	91480	91952
wiki-18	7607	85102	85140
wiki-180	9590	90312	90490
wiki-1800	10530	90079	90671
wiki-1801	10776	92051	92551
wiki-1802	10335	91014	91436
wiki-1803	9473	87071	87881
wiki-1804	10510	90228	90724
wiki-1805	9883	90402	90824
wiki-1806	9838	90639	91119
wiki-1807	11062	92582	93044
wiki-1808	10037	90765	91275
wiki-1809	10745	90740	91268
wiki-181	8512	90928	91060
wiki-1810	10731	90069	90621
wiki-1811	9901	86546	87094
wiki-1812	10811	90894	91570
wiki-1813	11227	92383	92873
wiki-1814	10038	89801	90431
wiki-1815	10489	90051	90679
wiki-1816	9898	88546	89140
wiki-1817	10973	90620	91030
wiki-1818	10155	93106	93572
wiki-1819	10542	91762	92268
wiki-182	9999	90935	91103
wiki-1820	9987	91013	91481
wiki-1821	10000	88671	89111
wiki-1822	10091	89027	89599
wiki-1823	10174	89378	89840
wiki-1824	9746	88753	89395
wiki-1825	10713	90880	91488
wiki-1826	10095	92147	92567
wiki-1827	10179	91060	91526
wiki-1828	10936	89866	90374
wiki-1829	9784	90231	90735
wiki-183	9590	91858	92062
wiki-1830	10408	91097	91569
wiki-1831	8801	75158	75646
wiki-1832	11501	91024	91370
wiki-1833	9977	90369	90865
wiki-1834	10091	91024	91508
wiki-1835	10500	91610	92096
wiki-1836	10424	92219	92761
wiki-1837	9817	89861	90337
wiki-1838	10605	90968	91414
wiki-1839	9882	89209	89777
wiki-184	9335	91246	91466
wiki-1840	10569	90646	91220
wiki-1841	16752	94062	94374
wiki-1842	10459	91220	91804
wiki-1843	10459	90162	90740
wiki-1844	10355	91128	91676
wiki-1845	11081	92703	93201
wiki-1846	10652	91822	92256
wiki-1847	10356	90730	91358
wiki-1848	10258	90604	91060
wiki-1849	10006	89736	90254
wiki-185	9587	90649	90871
wiki-1850	10585	91148	91650
wiki-1851	10803	90898	91546
wiki-1852	10936	90899	91499
wiki-1853	10379	91454	92002
wiki-1854	9706	91290	91746
wiki-1855	10355	90282	90770
wiki-1856	10704	91035	91635
wiki-1857	10307	90987	91617
wiki-1858	10383	90626	91052
wiki-1859	10383	89694	90172
wiki-186	9415	87797	88023
wiki-1860	10074	88138	88608
wiki-1861	9796	88954	89446
wiki-1862	10696	90204	90862
wiki-1863	9751	90877	91491
wiki-1864	9613	89336	89864
wiki-1865	10067	89714	90364
wiki-1866	9905	90650	91274
wiki-1867	10091	89099	89729
wiki-1868	10429	90977	91689
wiki-1869	10138	90027	90589
wiki-187	8909	89809	90057
wiki-1870	9785	90966	91548
wiki-1871	10239	91567	92119
wiki-1872	9962	88967	89557
wiki-1873	10136	89689	90235
wiki-1874	10425	90138	90676
wiki-1875	11370	92047	92539
wiki-1876	10458	93366	93866
wiki-1877	10652	92053	92557
wiki-1878	12564	93079	93537
wiki-1879	10346	91244	91776
wiki-188	9380	88012	88182
wiki-1880	9862	91231	91611
wiki-1881	11209	90242	90804
wiki-1882	11113	91349	91933
wiki-1883	10854	90440	90968
wiki-1884	10362	90355	90827
wiki-1885	10230	90090	90558
wiki-1886	10271	89795	90443
wiki-1887	10544	89064	89678
wiki-1888	10356	89813	90315
wiki-1889	10436	91578	92090
wiki-189	9582	91599	91759
wiki-1890	10172	90479	90935
wiki-1891	10316	90454	91004
wiki-1892	9925	89176	89672
wiki-1893	10390	90772	91260
wiki-1894	10448	90248	90838
wiki-1895	10715	91614	92144
wiki-1896	10702	91386	91824
wiki-1897	10402	91116	91616
wiki-1898	9723	89683	90219
wiki-1899	10485	90017	90539
wiki-19	7823	83836	84032
wiki-190	9111	90407	90651
wiki-1900	10584	89806	90344
wiki-1901	10549	89202	89826
wiki-1902	11248	90517	91181
wiki-1903	10065	89847	90447
wiki-1904	10445	91035	91565
wiki-1905	10089	91256	91802
wiki-1906	11184	92153	92703
wiki-1907	10206	90024	90538
wiki-1908	10399	91982	92552
wiki-1909	10404	90985	91515
wiki-191	9123	89506	89734
wiki-1910	10737	92732	93256
wiki-1911	10504	91599	92211
wiki-1912	11615	95836	96236
wiki-1913	9919	88513	89019
wiki-1914	9643	91252	91686
wiki-1915	9963	88157	88765
wiki-1916	10070	89629	90245
wiki-1917	10061	89823	90379
wiki-1918	9947	87119	87683
wiki-1919	10434	91058	91502
wiki-192	9540	92934	93110
wiki-1920	9517	87846	88506
wiki-1921	10957	93640	94258
wiki-1922	10256	89269	89747
wiki-1923	10156	90203	90799
wiki-1924	13503	95909	97641
wiki-1925	10899	89881	90807
wiki-1926	10219	89660	90130
wiki-1927	10040	90878	91386
wiki-1928	10643	91942	92486
wiki-1929	10111	91834	92338
wiki-193	9918	90133	90289
wiki-1930	11102	89814	90394
wiki-1931	10982	91181	91693
wiki-1932	10588	90397	90911
wiki-1933	11317	93080	93566
wiki-1934	10512	90726	91378
wiki-1935	11020	90985	91665
wiki-1936	10557	91827	92409
wiki-1937	9765	90793	91321
wiki-1938	10478	91836	92292
wiki-1939	12326	92649	94243
wiki-194	8169	83116	83222
wiki-1940	10690	92204	93236
wiki-1941	11054	94249	94735
wiki-1942	10530	92909	93451
wiki-1943	11257	92405	92991
wiki-1944	11507	91644	92276
wiki-1945	10636	91027	91591
wiki-1946	9829	91037	91573
wiki-1947	9878	89215	89763
wiki-1948	10627	90813	91371
wiki-1949	8960	87791	88225
wiki-195	9555	92388	92520
wiki-1950	10925	93296	93756
wiki-1951	10210	93434	93908
wiki-1952	9862	91379	91839
wiki-1953	10693	90358	91144
wiki-1954	12030	93525	95811
wiki-1955	9472	90990	92244
wiki-1956	10401	89866	90514
wiki-1957	9974	90873	91343
wiki-1958	10148	91154	91718
wiki-1959	10882	91822	92338
wiki-196	10646	92710	92826
wiki-1960	10538	90200	90702
wiki-1961	9775	89830	90376
wiki-1962	9851	91428	91968
wiki-1963	10135	89723	90307
wiki-1964	10221	90564	91014
wiki-1965	9999	91113	91535
wiki-1966	10095	89057	89527
wiki-1967	10382	87296	87880
wiki-1968	10097	88239	88749
wiki-1969	9612	86389	86811
wiki-197	10099	91406	91618
wiki-1970	9417	90952	91428
wiki-1971	8987	87055	87547
wiki-1972	9746	90427	90845
wiki-1973	9854	92359	92925
wiki-1974	10011	91375	91837
wiki-1975	9909	91200	91656
wiki-1976	10307	91847	92403
wiki-1977	9293	89726	90226
wiki-1978	10779	90832	91380
wiki-1979	10114	91340	91902
wiki-198	9872	89284	89524
wiki-1980	9994	91244	91746
wiki-1981	9861	89341	89949
wiki-1982	9872	90042	90604
wiki-1983	10420	89208	89770
wiki-1984	10130	89182	89728
wiki-1985	10566	89840	90324
wiki-1986	10323	91276	91766
wiki-1987	10175	87020	87594
wiki-1988	9974	89963	90445
wiki-1989	9853	91650	92132
wiki-199	9307	91849	92001
wiki-1990	11138	91672	92220
wiki-1991	10243	92180	92656
wiki-1992	10231	92006	92466
wiki-1993	10366	89901	90525
wiki-1994	10095	91357	91919
wiki-1995	10735	92795	93331
wiki-1996	12347	93139	94703
wiki-1997	12675	94885	96347
wiki-1998	10682	90630	91186
wiki-1999	10286	92328	92756
wiki-2	5557	81139	81151
wiki-20	8240	87907	87979
wiki-200	9349	90594	91056
wiki-2000	11211	94089	94479
wiki-2001	10447	91335	91919
wiki-2002	10016	87853	88471
wiki-2003	11067	91066	91628
wiki-2004	10611	90043	90635
wiki-2005	10801	90540	91074
wiki-2006	10484	90580	91088
wiki-2007	10526	90635	91081
wiki-2008	11009	90505	91091
wiki-2009	9396	90028	90692
wiki-201	8890	88239	88389
wiki-2010	10576	90675	91177
wiki-2011	11017	91860	92324
wiki-2012	10831	87504	87860
wiki-2013	10169	90861	91341
wiki-2014	10400	92510	92962
wiki-2015	10411	90398	91050
wiki-2016	10595	91931	92499
wiki-2017	10936	90703	91271
wiki-2018	10699	90985	91535
wiki-2019	10287	90016	90604
wiki-202	10821	93786	94042
wiki-2020	10446	89624	90190
wiki-2021	10515	91346	91940
wiki-2022	11080	92350	92894
wiki-2023	10148	89637	90199
wiki-2024	10542	90448	90866
wiki-2025	10219	91720	92258
wiki-2026	10664	90924	91448
wiki-2027	10099	85355	85823
wiki-2028	10147	90114	90506
wiki-2029	10007	90108	90664
wiki-203	10017	91476	91682
wiki-2030	10440	90936	91478
wiki-2031	10424	90357	90897
wiki-2032	10335	90899	91419
wiki-2033	10518	90052	90754
wiki-2034	10073	89364	89902
wiki-2035	9850	88673	89209
wiki-2036	10178	92128	92654
wiki-2037	9547	88058	88706
wiki-2038	10089	88761	89243
wiki-2039	9729	89745	90241
wiki-204	8713	83994	84142
wiki-2040	10504	89991	90469
wiki-2041	10191	90154	90766
wiki-2042	10899	91093	91605
wiki-2043	9944	89947	90459
wiki-2044	9826	88716	89228
wiki-2045	9676	90637	91113
wiki-2046	9903	90457	90893
wiki-2047	10101	92611	93075
wiki-2048	10358	90255	90833
wiki-2049	10465	90849	91327
wiki-205	9214	94148	94274
wiki-2050	10769	92017	92543
wiki-2051	10787	91487	92057
wiki-2052	9973	88698	89220
wiki-2053	9799	89090	89578
wiki-2054	9660	87941	88445
wiki-2055	10636	91494	91992
wiki-2056	10499	90906	91440
wiki-2057	10636	90122	90640
wiki-2058	9988	88593	89085
wiki-2059	10196	89988	90534
wiki-206	9622	88250	88504
wiki-2060	9339	82772	83326
wiki-2061	9481	89404	89822
wiki-2062	10284	89469	90563
wiki-2063	9836	90144	90778
wiki-2064	10812	90924	91440
wiki-2065	10493	90864	91466
wiki-2066	9158	91534	92056
wiki-2067	10149	91540	92004
wiki-2068	10644	91458	92036
wiki-2069	9381	87691	88177
wiki-207	9814	92650	92840
wiki-2070	10109	89773	90265
wiki-2071	10883	86695	87297
wiki-2072	10701	90685	91259
wiki-2073	10392	89813	90457
wiki-2074	10423	90403	90947
wiki-2075	10370	90145	90697
wiki-2076	11000	90611	91199
wiki-2077	10109	88875	89387
wiki-2078	10039	90946	91458
wiki-2079	11324	91465	92039
wiki-208	8917	90568	90766
wiki-2080	10936	92039	92597
wiki-2081	10074	90591	91031
wiki-2082	10906	91304	91796
wiki-2083	10074	87534	87984
wiki-2084	9811	90388	90888
wiki-2085	10658	90014	90566
wiki-2086	10278	88051	88545
wiki-2087	10288	91327	91819
wiki-2088	10143	89269	89865
wiki-2089	10576	90527	91135
wiki-209	9950	92194	92356
wiki-2090	10216	89750	90372
wiki-2091	10650	90591	91031
wiki-2092	9054	88854	89436
wiki-2093	9600	89532	90050
wiki-2094	9976	90781	91283
wiki-2095	10111	89643	90191
wiki-2096	10999	92528	93020
wiki-2097	9180	90023	90517
wiki-2098	10709	90439	91097
wiki-2099	9866	90366	90872
wiki-21	7978	83646	83784
wiki-210	9482	89689	89853
wiki-2100	10245	88966	89522
wiki-2101	10708	90228	90778
wiki-2102	10185	90725	91339
wiki-2103	10162	89119	89795
wiki-2104	9906	89090	89750
wiki-2105	10633	91468	92038
wiki-2106	10409	91654	92186
wiki-2107	10100	90661	91197
wiki-2108	10139	91412	91900
wiki-2109	10603	90713	91207
wiki-211	10025	88891	89163
wiki-2110	10966	91532	92056
wiki-2111	10305	91535	92061
wiki-2112	10394	91025	91575
wiki-2113	10987	90979	91583
wiki-2114	10594	91494	91976
wiki-2115	10780	91339	91895
wiki-2116	10232	91513	92037
wiki-2117	10532	90482	91058
wiki-2118	10817	89771	90369
wiki-2119	10641	90992	91574
wiki-212	9833	90352	90586
wiki-2120	10201	91373	91923
wiki-2121	10194	90100	90712
wiki-2122	11118	92575	93185
wiki-2123	10242	92229	92785
wiki-2124	9872	89226	90990
wiki-2125	9812	88442	90864
wiki-2126	10467	88702	90236
wiki-2127	9267	87276	89552
wiki-2128	9666	87951	89841
wiki-2129	10886	90463	91041
wiki-213	9904	92405	92549
wiki-2130	9906	86423	86995
wiki-2131	9909	89464	90068
wiki-2132	11222	91469	91963
wiki-2133	10606	89724	90340
wiki-2134	10330	92165	92677
wiki-2135	10495	91587	92147
wiki-2136	9877	85538	86144
wiki-2137	9982	87156	87678
wiki-2138	10603	89281	89959
wiki-2139	10551	91447	92053
wiki-214	7819	84234	84414
wiki-2140	11050	91875	92401
wiki-2141	10295	89484	90046
wiki-2142	10941	90724	91342
wiki-2143	10263	91032	91458
wiki-2144	10454	92777	93213
wiki-2145	10881	91955	92593
wiki-2146	10270	87509	88111
wiki-2147	11771	93554	94056
wiki-2148	10201	90208	90724
wiki-2149	10509	91930	92438
wiki-215	9187	91620	91750
wiki-2150	10299	91962	92562
wiki-2151	10496	89106	89666
wiki-2152	10862	90835	91415
wiki-2153	11749	94768	95252
wiki-2154	10664	90973	91617
wiki-2155	9884	88910	89494
wiki-2156	11122	91271	91887
wiki-2157	10283	90377	90879
wiki-2158	11061	89908	90446
wiki-2159	10541	93078	93560
wiki-216	8183	87251	87451
wiki-2160	10560	90753	91293
wiki-2161	10185	91918	92398
wiki-2162	9949	90673	91355
wiki-2163	10943	91536	92142
wiki-2164	9819	92281	92785
wiki-2165	10474	91749	92283
wiki-2166	10621	91028	91606
wiki-2167	10524	92540	93150
wiki-2168	10424	91331	91871
wiki-2169	9767	90493	91003
wiki-217	9872	93240	93352
wiki-2170	10011	90153	90695
wiki-2171	10479	90565	91133
wiki-2172	9925	91407	91875
wiki-2173	10276	91415	92011
wiki-2174	10526	88302	88768
wiki-2175	9988	90784	91196
wiki-2176	10337	90328	91184
wiki-2177	10103	90182	90868
wiki-2178	11437	93078	93644
wiki-2179	10217	88600	89344
wiki-218	10958	92018	92116
wiki-2180	10951	90942	91568
wiki-2181	9909	90598	91194
wiki-2182	10066	90508	91120
wiki-2183	10300	90619	91283
wiki-2184	10273	90400	90904
wiki-2185	10660	92002	92478
wiki-2186	10212	91203	91763
wiki-2187	10553	92206	92632
wiki-2188	9683	88633	89265
wiki-2189	10144	90717	91369
wiki-219	8813	90253	90393
wiki-2190	10379	89441	90115
wiki-2191	10968	91638	92114
wiki-2192	10463	92404	92902
wiki-2193	10014	90822	91290
wiki-2194	10612	91426	91958
wiki-2195	10692	90363	91069
wiki-2196	9768	90156	90810
wiki-2197	9704	88700	89368
wiki-2198	10308	91597	92141
wiki-2199	10720	91111	91669
wiki-22	7732	85379	85435
wiki-220	10058	92638	92762
wiki-2200	9781	90941	91373
wiki-2201	10257	91711	92251
wiki-2202	10197	90293	90885
wiki-2203	9178	91554	91966
wiki-2204	10256	88887	89441
wiki-2205	10662	92598	93170
wiki-2206	10331	89929	90495
wiki-2207	10142	90628	91226
wiki-2208	11140	89371	90025
wiki-2209	10360	89672	90262
wiki-221	9454	90235	90431
wiki-2210	11177	92364	92928
wiki-2211	11291	92380	92996
wiki-2212	11367	94789	95307
wiki-2213	10832	92536	93054
wiki-2214	11211	92166	92724
wiki-2215	10603	91770	92608
wiki-2216	10321	87532	88162
wiki-2217	10128	81101	81535
wiki-2218	11278	91516	91882
wiki-2219	10504	89719	90393
wiki-222	7939	80323	80431
wiki-2220	10921	92042	92626
wiki-2221	10956	90923	91469
wiki-2222	10564	88137	88881
wiki-2223	10866	91659	92251
wiki-2224	10303	91492	92110
wiki-2225	10468	89624	90170
wiki-2226	10933	87637	88193
wiki-2227	10489	89668	90218
wiki-2228	10308	95975	97273
wiki-2229	10081	90823	91361
wiki-223	8759	86231	86389
wiki-2230	10210	90336	90952
wiki-2231	10431	90752	91400
wiki-2232	10044	87502	88124
wiki-2233	9990	88492	89076
wiki-2234	10496	89404	90054
wiki-2235	10288	87948	88684
wiki-2236	10786	90626	91246
wiki-2237	10365	91160	91744
wiki-2238	10663	88843	89463
wiki-2239	9968	89614	90220
wiki-224	9281	92740	92888
wiki-2240	10552	87929	88613
wiki-2241	9753	89602	90222
wiki-2242	10759	89793	90427
wiki-2243	10601	88668	89426
wiki-2244	10677	88841	89583
wiki-2245	8852	84099	84591
wiki-2246	9906	89281	89829
wiki-2247	9568	89036	89612
wiki-2248	9588	90014	90536
wiki-2249	10287	89571	90083
wiki-225	9132	91059	91237
wiki-2250	10396	90711	91451
wiki-2251	10659	90480	91098
wiki-2252	11487	90211	90951
wiki-2253	10179	89657	90219
wiki-2254	10354	89553	90247
wiki-2255	10491	90620	91344
wiki-2256	10244	92386	92924
wiki-2257	10347	91576	92050
wiki-2258	10728	91005	91527
wiki-2259	10201	86275	86829
wiki-226	10338	90694	90850
wiki-2260	10895	90774	91382
wiki-2261	10535	91077	91597
wiki-2262	10953	91988	92608
wiki-2263	10131	88466	89064
wiki-2264	10661	90995	91407
wiki-2265	10837	91085	91721
wiki-2266	10449	91072	91748
wiki-2267	10201	89790	90304
wiki-2268	10737	91058	91660
wiki-2269	9635	89577	90141
wiki-227	9776	90787	90911
wiki-2270	10571	89885	90395
wiki-2271	10742	91813	92435
wiki-2272	10760	93035	93525
wiki-2273	10080	91636	92050
wiki-2274	10083	92095	92599
wiki-2275	10685	91513	92097
wiki-2276	10165	94335	94795
wiki-2277	11077	90720	91380
wiki-2278	10973	88457	89297
wiki-2279	11057	89831	90467
wiki-228	9968	90638	90858
wiki-2280	10551	90826	91388
wiki-2281	9007	89924	90384
wiki-2282	10032	88992	89576
wiki-2283	9631	90888	91322
wiki-2284	10455	89733	90361
wiki-2285	10243	91119	91655
wiki-2286	10105	90654	91258
wiki-2287	10575	90926	91480
wiki-2288	10426	91353	91875
wiki-2289	10418	91507	92117
wiki-229	9381	86401	86611
wiki-2290	10587	90030	90770
wiki-2291	9782	90131	90859
wiki-2292	10239	91879	92517
wiki-2293	10523	90167	90845
wiki-2294	10810	91420	92206
wiki-2295	11937	91237	92109
wiki-2296	10330	88441	89395
wiki-2297	10975	92937	93833
wiki-2298	8699	94414	94942
wiki-2299	9637	92273	92977
wiki-23	8786	91180	91262
wiki-230	10213	90719	90979
wiki-2300	10010	85893	86525
wiki-2301	9493	89201	89929
wiki-2302	10681	92659	93451
wiki-2303	10579	91308	91942
wiki-2304	9820	92456	93102
wiki-2305	10638	93519	94211
wiki-2306	10665	92077	92761
wiki-2307	10462	91060	91686
wiki-2308	10297	90233	91151
wiki-2309	10117	89738	90430
wiki-231	9161	87676	87846
wiki-2310	9532	85762	86352
wiki-2311	9719	89865	90415
wiki-2312	10459	89908	90564
wiki-2313	10699	90697	91317
wiki-2314	9938	92203	92739
wiki-2315	10170	89231	89849
wiki-2316	9902	88980	89540
wiki-2317	10253	89223	89789
wiki-2318	10636	89292	89868
wiki-2319	10483	89849	90499
wiki-232	10043	86586	86724
wiki-2320	9873	87375	87985
wiki-2321	10002	90682	91322
wiki-2322	9905	89224	89834
wiki-2323	10195	91351	91931
wiki-2324	10391	90270	90920
wiki-2325	10568	91088	91780
wiki-2326	10600	92326	92948
wiki-2327	10248	89951	90535
wiki-2328	9890	93013	93675
wiki-2329	9286	93465	94035
wiki-233	10196	92359	92645
wiki-2330	9821	92186	92778
wiki-2331	9926	90708	91346
wiki-2332	10550	90835	91335
wiki-2333	10314	91224	91808
wiki-2334	10539	91951	92479
wiki-2335	10902	89614	90254
wiki-2336	10058	90064	90624
wiki-2337	9060	94742	95260
wiki-2338	9828	94771	95271
wiki-2339	10059	93164	93644
wiki-234	9936	92115	92361
wiki-2340	8905	71566	72894
wiki-2341	10283	84169	85635
wiki-2342	11225	86125	87971
wiki-2343	11993	87258	88922
wiki-2344	10340	89205	90585
wiki-2345	11701	81540	83330
wiki-2346	10659	91703	92317
wiki-2347	10300	90892	91422
wiki-2348	9494	92215	92701
wiki-2349	10688	92089	92581
wiki-235	10095	92023	92339
wiki-2350	9745	89938	90538
wiki-2351	10722	90488	91010
wiki-2352	10168	93635	94869
wiki-2353	10817	91847	92581
wiki-2354	9506	93518	94008
wiki-2355	10251	92060	92606
wiki-2356	10604	89879	90365
wiki-2357	10465	91249	91851
wiki-2358	10393	91111	91741
wiki-2359	10716	91219	91903
wiki-236	9977	89409	89737
wiki-2360	10332	93303	93833
wiki-2361	11828	93831	94213
wiki-2362	9682	89692	90080
wiki-2363	11367	92095	92579
wiki-2364	11076	90586	91224
wiki-2365	11354	90567	91179
wiki-2366	9849	90169	90747
wiki-2367	9776	91196	91830
wiki-2368	9636	85111	86183
wiki-2369	8740	92404	92916
wiki-237	8626	90567	90739
wiki-2370	9732	90266	90812
wiki-2371	9683	92155	92659
wiki-2372	10059	90063	90725
wiki-2373	9668	84643	86355
wiki-2374	10423	90996	91902
wiki-2375	10323	91017	91617
wiki-2376	10592	90250	91026
wiki-2377	9444	89668	90090
wiki-2378	10873	93420	93900
wiki-2379	10154	91009	91623
wiki-238	9037	90999	91109
wiki-2380	10438	91254	91942
wiki-2381	10351	88243	88813
wiki-2382	10131	90551	90951
wiki-2383	11246	90817	91509
wiki-2384	10732	89852	90542
wiki-2385	11176	92731	93231
wiki-2386	10331	91610	92260
wiki-2387	11412	92413	93049
wiki-2388	9099	92032	92460
wiki-2389	10351	92022	92644
wiki-239	8578	92982	93118
wiki-2390	12955	94292	96034
wiki-2391	11646	91767	92925
wiki-2392	10812	91727	92405
wiki-2393	10728	92462	93042
wiki-2394	11038	91890	92406
wiki-2395	10635	91178	91698
wiki-2396	10493	90228	90826
wiki-2397	10526	90830	91466
wiki-2398	10386	92153	92739
wiki-2399	10207	91445	91963
wiki-24	6823	77666	77862
wiki-240	10477	92904	93132
wiki-2400	9786	89797	90345
wiki-2401	11017	90814	91498
wiki-2402	10660	90296	90862
wiki-2403	10836	91719	92327
wiki-2404	10928	92774	93804
wiki-2405	9893	89368	89948
wiki-2406	9929	89759	90135
wiki-2407	9618	90748	91000
wiki-2408	11850	91370	93056
wiki-2409	8796	85646	85978
wiki-241	10917	91845	92189
wiki-2410	10796	91408	92006
wiki-2411	10384	92111	93073
wiki-2412	10626	92263	93189
wiki-2413	10564	91319	92173
wiki-2414	9766	87645	88239
wiki-2415	9908	90691	91197
wiki-2416	9737	89439	90039
wiki-2417	9801	89909	90685
wiki-2418	10980	89545	90439
wiki-2419	10495	89420	90070
wiki-242	10315	87593	87775
wiki-2420	12184	94056	94766
wiki-2421	12324	92575	93207
wiki-2422	10230	91009	91571
wiki-2423	11253	91218	91834
wiki-2424	11728	92760	93354
wiki-2425	12372	92125	92879
wiki-2426	11258	90088	90898
wiki-2427	11839	92692	94542
wiki-2428	11189	91413	92115
wiki-2429	12273	91303	91935
wiki-243	10119	90825	90999
wiki-2430	11720	91827	92385
wiki-2431	10963	89083	89621
wiki-2432	11665	89715	90259
wiki-2433	11287	90787	91385
wiki-2434	12312	90879	91513
wiki-2435	11456	92150	92754
wiki-2436	11076	91934	92568
wiki-2437	11223	89644	90326
wiki-2438	10225	92594	93268
wiki-2439	10249	91054	91672
wiki-244	9655	89441	89593
wiki-2440	10009	91558	92182
wiki-2441	10684	89943	90437
wiki-2442	10308	91145	91691
wiki-2443	10718	90637	91157
wiki-2444	10082	90954	91504
wiki-2445	10612	90614	91200
wiki-2446	10367	90044	90604
wiki-2447	11719	84746	85700
wiki-2448	12059	83428	84534
wiki-2449	11239	86067	86995
wiki-245	10584	86633	86795
wiki-2450	10381	91180	91804
wiki-2451	10573	90419	91103
wiki-2452	10101	92123	92645
wiki-2453	9741	90281	90781
wiki-2454	9589	89605	90053
wiki-2455	10095	89197	89847
wiki-2456	10418	91077	91655
wiki-2457	10086	89629	90053
wiki-2458	10910	90202	90778
wiki-2459	10089	89658	90188
wiki-246	10758	90009	90195
wiki-2460	10305	89762	90364
wiki-2461	10863	91180	91746
wiki-2462	11160	92808	93444
wiki-2463	10130	91779	92741
wiki-2464	11642	93062	94560
wiki-2465	10728	90832	91426
wiki-2466	10424	90021	90735
wiki-2467	10663	88605	89017
wiki-2468	10627	90202	90804
wiki-2469	10513	92005	92641
wiki-247	9746	88255	88463
wiki-2470	11314	91495	92141
wiki-2471	10348	90965	91497
wiki-2472	10677	91918	92446
wiki-2473	10910	90906	91458
wiki-2474	10745	90518	91150
wiki-2475	10555	90563	90975
wiki-2476	10947	90567	91125
wiki-2477	10510	91177	91757
wiki-2478	10885	91059	91583
wiki-2479	10309	89995	90499
wiki-248	10127	85853	86073
wiki-2480	9785	90292	90704
wiki-2481	9854	92700	93126
wiki-2482	11037	90382	90908
wiki-2483	10782	91138	91732
wiki-2484	10490	90453	90959
wiki-2485	10269	89788	90356
wiki-2486	10548	90998	91640
wiki-2487	10758	90112	90646
wiki-2488	10186	91374	91994
wiki-2489	9681	87094	87648
wiki-249	9239	91113	91241
wiki-2490	10443	90956	91402
wiki-2491	10548	91053	91661
wiki-2492	10639	91397	91971
wiki-2493	10671	89928	90552
wiki-2494	10392	92016	92622
wiki-2495	11042	91756	92316
wiki-2496	10260	90217	90905
wiki-2497	10047	90128	90666
wiki-2498	9398	88925	89467
wiki-2499	10085	89824	90446
wiki-25	7266	91273	91321
wiki-250	9048	90666	90866
wiki-2500	9747	88108	88780
wiki-2501	11163	93307	93843
wiki-2502	10457	90432	90940
wiki-2503	10501	91143	91755
wiki-2504	10389	90725	91261
wiki-2505	9902	92297	92771
wiki-2506	10211	90966	91496
wiki-2507	10172	89789	90403
wiki-2508	10405	94248	94798
wiki-2509	9752	88613	89125
wiki-251	9051	89620	89762
wiki-2510	10510	90666	91134
wiki-2511	10597	92838	93306
wiki-2512	10330	91615	92265
wiki-2513	9863	90613	91291
wiki-2514	10483	91622	92138
wiki-2515	10057	88511	89339
wiki-2516	10166	89955	90443
wiki-2517	10235	88805	89345
wiki-2518	9701	90106	90722
wiki-2519	8640	81637	82769
wiki-252	9830	91799	92069
wiki-2520	10980	91015	91739
wiki-2521	9578	90544	91254
wiki-2522	10467	90889	91509
wiki-2523	10374	91594	92176
wiki-2524	9806	89229	89841
wiki-2525	10539	90812	91446
wiki-2526	9976	90775	91265
wiki-2527	10489	89278	89850
wiki-2528	10662	91537	92113
wiki-2529	10639	93463	93991
wiki-253	12353	91065	91783
wiki-2530	10318	90451	90975
wiki-2531	10179	90533	91051
wiki-2532	10314	91766	92156
wiki-2533	10267	91068	91650
wiki-2534	9748	88350	88810
wiki-2535	9960	91095	91885
wiki-2536	10483	93907	94977
wiki-2537	10736	93234	94314
wiki-2538	9760	90267	91117
wiki-2539	8492	82424	83774
wiki-254	13098	94951	95631
wiki-2540	8792	83864	85108
wiki-2541	11261	85246	86194
wiki-2542	9337	82192	83330
wiki-2543	10562	83539	84749
wiki-2544	10741	85740	86746
wiki-2545	8281	85369	86735
wiki-2546	10584	86928	87890
wiki-2547	9914	87672	88958
wiki-2548	10276	84242	85506
wiki-2549	9897	79423	80605
wiki-255	13134	94495	95201
wiki-2550	9500	82512	83822
wiki-2551	8760	86122	87130
wiki-2552	10126	90966	91538
wiki-2553	10837	91275	91903
wiki-2554	10014	92541	93005
wiki-2555	10135	90752	91202
wiki-2556	9768	90616	91080
wiki-2557	10588	91539	92093
wiki-2558	10424	92575	93081
wiki-2559	10196	90442	90954
wiki-256	11496	92597	93049
wiki-2560	10343	93297	93747
wiki-2561	10535	90189	90837
wiki-2562	11055	90657	91313
wiki-2563	10550	90414	90998
wiki-2564	10520	92445	93021
wiki-2565	11074	93453	94037
wiki-2566	10930	92015	92561
wiki-2567	10703	90700	91204
wiki-2568	10794	90436	91000
wiki-2569	10525	93388	93924
wiki-257	12075	90591	91139
wiki-2570	10435	90201	90773
wiki-2571	10447	89962	90644
wiki-2572	9953	89315	89963
wiki-2573	8644	93042	93556
wiki-2574	10558	91229	91719
wiki-2575	9932	89266	89900
wiki-2576	10012	90608	91166
wiki-2577	10537	92955	93607
wiki-2578	10281	89941	90427
